abundance,丰富，充裕,啊，胖墩(abun-dance)一个，吃得**丰富**才能长这么壮实嘛！,,
abuse,滥用；虐待,呃(?)，不(bù) use(用) 在正道上，就是滥用(abuse)！,,
abusive,辱骂的；虐待的,啊(a)，他就知道飙(bju)脏话骂人，那死(siv)样子真讨人厌！,,
academy,学院；研究院；专门学校,啊，“啃”题嘛，就是在**学院**天天干的事儿。,,
accelerate,(使)加速；促进,想**加速**？使劲*塞(acce)了*一脚油门，速*率(rate)*就上来了呗！,,
academic,学术的；学院的,你看他一天到晚泡图书馆，搞研究，特别**学术的**样子。,,
acceleration,加速；加速度,他开车技术Excel(出色)啊，这**加速**真猛！,,
academician,加速；加速度,他开车技术Excel(出色)啊，这**加速**真猛！,,
accent,院士；学者,这词儿看着就是 academic（学术的）加了个 ian（人），那肯定是搞学术的大牛，比如院士。,,
accept,口音；腔调；重音,欸(?)，这声(sen)儿(t)可真土，一股浓重的**口音**！,,
access,接受；同意,哎，可(ac)是这责任太重，我怕自己接(sep)不下(accept)啊！,,
acceptance,入口；通道；（使用或见到的）机会，权利；（计算机）访问，存取,欸，可算塞(?k-ses)进去了，这下有**入口/权限**了！,,
accessible,可进入的；可接近的；可得到的,欸，这路**塞死** (acce-ss) 了？ **不** (ible)！你看，特**accessible** (容易进入的/好走的)！,,
acceptable,可以接受的；令人满意的,哦，‘accept’（接受）后面加个‘able’（可以的），那这不就是说‘可以接受的’嘛！,,
accessory,附件，配件,先把主件买了，就差**塞(sāi)**这些**琐(suǒ)碎**的**accessory (配件)**了。,,
accident,意外事件；事故,哎！磕(cci)‘噔(den)’一下撞上了，真是个**意外**！,,
accidental,意外的；偶然的,都说是 accident (意外)了，那性质当然是 **意外的**、**偶然的** 嘛！,,
acclaim,(向...)欢呼，称赞,啊(a)，可(kě)把他累(lèi)坏了，总算赢得了大家的*欢呼称赞*！,,
accommodate,为...提供住宿；容纳；迁就；设法满足...的需求,啊(a)，来客(cco)嘛(mmo)，都(dōu)得(date)想办法**提供住处**，尽量**满足**人家需求。,,
accommodation,住宿；住所,"啊, 客(kè)满(mǎn)了？得(děi)给 我 匀(yún) 个 睡(shuì) 的 地方 啊！",,
accompany,陪伴，伴随,啊，company(公司)那么多人，我**陪伴**你一起去。,,
accomplish,完成；实现；达到,啊，看(kàn)！连**破例的事**(pòlìshì)都给**完成**了，真行！,,
accord,(n./v.) 一致，和谐；(v.) 给予,额，能互相依靠的，关系肯定一致、和谐呗。,,
accomplishment,成就；完成,啊(a)，总算**完成**(complish)了，**闷**头(ment)干出来的**成就**感真不错！,,
accordance,一致；符合,你想啊，按扣(accord)‘咔哒’一声，不就表示两边严丝合缝，完全**一致(accordance)**了嘛？,,
according to,根据...；按照...,额，肯定(according)得**根据**人家说的办啊！,,
accordingly,ad. 因此，于是；相应地,你想 `according to` 是“根据”，那 `accordingly` 不就是“**照此**（情况）**办理**”，也就是“**因此，相应地**”嘛！,,
account,账户；账目；说明,呃(?)，算(count)算我这个**账户**。,,
accounting,会计；会计学,我看(accoun)他天天算账，肯定是搞会计(accounting)的。,,
accountant,会计师,[额看这堆账(account)，看得眼睛都疼(tant)了，还是交给会计师吧。],,
accountancy,会计学；会计工作,嗨，**会计**嘛，不就是天天管一堆 account (账户) 的事儿？,,
accountable,应负责任的,管着这么重要的账户(account)，当然得**负责**啊！,,
accumulate,积累；积聚,我去摸(mō)，累(lèi)得要死，才*积攒*了这么点儿。,,
accountability,责任制；问责制；有责任，有义务,自己的账户(account)自己负责(accountability)，每笔账都得说清楚。,,
accumulation,积累；积聚物,啊(a)，求(qiu)你了，那些东西别再累(lei)加了吧，都堆成(cheng)山(shan)了！,,
accumulative,积累的；渐增的,欸(A)，存钱(ccu)嘛(mu)，累计(la-tive)起来就多了。,,
accurate,精确的；准确的,啊(a)，眼光贼(ccu)锐(rate)的！瞄得真准，完全精确！,,
accuse,指控；控告,他这么一指控，啊可气死(≈accuse)我了！,,
accuracy,精确（性）；准确（性）,这事儿啊(ac)，可(cu)得(re)细(cy)抠，不然没法保证准确性。,,
accusation,指控；控告,这**指控**(accusation)啊，就是说'啊Q是'(accuse)小偷那破事儿。,,
accustom,使习惯于,啊(ac)，咱得**使**自己快点跟上这边的 custom (规矩) 才行。,,
accustomed,习惯于...的,哎，我的老腰啊(a)，卡(c)死(kus)疼(tom)得(d)厉害，不过疼久了也就'accustomed'(习惯了)。,,
ace,王牌；顶尖的；一流的,拿到A(ce)牌，谁还不是个**王牌**啊？,,
ache,(持续的)疼痛；隐痛,哎(/e?k/像“哎”的一声叹气)，身上有种说不出的疼。,,
achieve,达成；实现；获得,这成绩(achieve)可是我努力**达成**的！,,
achievement,成就；功绩,看他**去赢(achiev)**了**嘛(ment)**，拿到这点**成就**可把他给乐坏了！,,
acid,酸；酸的；酸性物质,啊，涩的(/?s?d/)，真**酸**！,,
acidity,酸度；酸性,啊，C的(acidity)东西，就是带点**酸**味儿，这就是它的**酸度**嘛。,,
acknowledge,,,,
acknowledgement,承认；告知收到,唉(ac)，我**知道**(know)了，我**承认**就是了。,,
acquaint,使认识；使了解；使熟悉,呃，快摁它(à kuài èn tā)几下，就能**熟悉**这机器了。,,
acquaintance,熟人；相识的人,他不算我朋友，只能算 **acquaintance**，就是那种点点头的**熟人**。,,
acquire,获得；取得；学到,额，快呀！好东西不赶紧**获得**就没啦！,,
acquisition,获得；购置物；收购,哎，亏(kwi)死(si)人(tion)了，这次**收购**代价太大了！,,
acre,英亩,这一(A)哥儿(ker)真阔气，买了好几**英亩地**！,,
across,横过；穿过；在…对面,前面修路，想**穿过去**可绕(?'k r?s)死我了！,,
act,行动；做事；表演,啊，快特(act)！别愣着了，赶紧**行动**啊！,,
action,行动；动作,他嘴上说得好听，但关键还得看实际 *行动*。,,
acting,表演；演技；行动,少跟我 act (装) 了，你这 acting (表演) 太假！,,
activate,激活；启动；使活动,嘿，光杵那儿没用，你得**行动**(act)起来，按一下这个键才能**激活**程序！,,
active,活跃的；积极的,那孩子**爱动弹(active)**，是个特别**活跃**、**积极**的小家伙。,,
activity,活动；活跃,哎，课(?k)间就踢(tī)会儿球呗，这点儿**活动**还是要有的。,,
activist,(社会或政治)活动家；积极分子,他‘爱客’(ac-)串门，到处‘提’(ti-)主张，是个热心的活动家。,,
actor,演员,他这人(-or)就爱演(act)，一看就是个演员。,,
actress,女演员,会**演(act)**又爱穿**裙子(ress)**？那肯定是**女演员**。,,
actual,实际的；真实的,别光说，你倒是**act**（做）啊，拿出点**实际**的来！,,
actually,实际上；事实上；的确,欸，确(què)实(shí)是(shì)这样哩(li)！,,
acupuncture,针刺；针灸,这针灸讲究**精确(acu-)**，**刺(puncture)**错穴位可不行。,,
acute,急性的；剧烈的；敏锐的,啊(a)，病情来得**急**(ji)又**特**(te)别严重，真是**急性**的！,,
adapt,(使)适应；调整,呃，咱得配(děi pèi)合这个新环境，去**适应**才行啊。,,
adaptation,适应；改编,啊，大步(adap)走，感觉忒顺(tation)？那是你**适应**了！,,
adaptive,适应性强的；有适应能力的,你看他多能适应环境，做事儿我~带~谱~的(adaptive)，心里有数！,,
add,加；增加,哎(/?/)，你得(/d/)再往里面**加**点儿水。,,
addition,增加；加法,欸，你看这词里带着'add'（加）呢，那意思肯定跟**增加**、**加法**有关呗。,,
additional,额外的；附加的,你都 'add'(加) 上去了，那肯定是‘额外’多出来的部分啊。,,
addict,上瘾的人；有瘾的人,爱(?)上这玩意儿就抵(d?)不住克(k)制，他上瘾了。,,
addiction,瘾；沉溺；入迷,听信了广告(ad)里的说辞(diction)，结果就上瘾(addiction)了呗！,,
addictive,使人上瘾的；易使人上瘾的,小心点儿，这东西 **addictive**，容易让你不停往里 **add**(加) 东西，根本停不下来。,,
address,地址；(动词) 演说；处理；称呼,欸(éi)，这件 dress (衣服) 忘了写**地址**，怎么寄？,,
adequate,足够的；合格的,阿弟，够的(adequate)！这些钱**足够**咱们花了。,,
adequacy,足够；胜任；适当,阿弟够(Adequa)C(cy)? 这水平，我看**足够**应付了。,,
adequately,足够地；充分地；适当地,阿弟亏得你(adequately)准备得还**足够地**充分，不然这次就悬了。,,
adhere,v. 黏附；遵守，坚持,这胶带**粘(adhere)得死死的**，**就在这儿(here)**，抠都抠不掉。,,
adherence,遵守；坚持；依附,爱(ad)就得(de)黏(here)着不放，这就是**坚持**。,,
adjacent,毗邻的；相邻的,一分(cent)钱**挨着**一分(cent)钱，才攒起来的。,,
adjective,形容词,Ad(广告)里最爱加(ad)词儿来形容东西了，这不就是形容词嘛。,,
adjust,调整；使适应,哎呀(a)，就(just)是差点意思，你再**调整**一下吧。,,
adjustment,调整；调节；适应,这东西有点不对劲，**呃，加上它**(/??d??st/)，再**调整**一下试试？,,
administer,管理；施行，执行,看到 admin（管理员）就想到 administer，管理员不就是干 **管理** 、**执行** 这些活儿的嘛！,,
administrate,管理；执行,当个**admin**(管理员)，干的不就是**管理**(administrate)这摊子事儿嘛。,,
administration,行政；管理,那帮搞**行政管理**的，不就是咱们常说的'admin'嘛。,,
administrative,管理的；行政的,一看这词儿带'admin'，就知道跟**行政管理**有关呗。,,
admire,钦佩；欣赏,这件东西看着就让人**爱得(admire)**不行，真想**买呀(admire)**！太**欣赏**了！,,
admiration,钦佩；赞赏,我得(ad)说，你这迷(mi)人的睿(rei)智，真让我钦佩(-tion)！,,
admirable,值得钦佩的；值得赞赏的,哦，**多么**(admira) **了不起**(ble) 的成就，真**值得钦佩**！,,
admit,承认；允许进入,哎，我的妹(?d?m?t)，你就**承认**了吧，藏不住的。,,
admission,允许进入；承认,唉，弟(/?d?m?/)！迷上(/??n/)啥了？快**承认**！没**门票**(admission)谁让你**进去**啊？,,
admittance,准许进入；入场权,我弟妹疼死(admittance)了，赶紧让她**进去**看病！,,
admittedly,诚然地；公认地（尤指不情愿地承认）,唉，我 *得承认* (admit) 啊，*诚然* (admittedly)，这一点你说的是对的。,,
adolescent,青少年（的）,嗨，好多事呢(adolescent)，这帮青少年！,,
adolescence,青春期,哎都(ado)累(le)死了(scence)？嗨，青春期嘛，又学习又玩的，可不就累！,,
adopt,收养；采用,别光‘啊逗(dòu)他’玩儿了，喜欢就正式收养/采用啊！,,
adoption,收养；领养；采用；采纳,额，都捧(??d?p)着呢，不管是孩子还是新想法，都算**收养/采纳**了。,,
adore,爱慕；崇拜；非常喜爱,对你就像对‘爱豆儿’(/ài dōur/)，那份喜欢简直了！,,
adorable,可爱的；讨人喜欢的,哎哟，逗(dōur)死人了，这小宝(bǎo)贝儿！,,
adult,成年人,人都**大了(dà le)**，已经是**成年人**了，不能再叫‘小朋友’啦。,,
adulthood,成年（时期）；成年阶段,成了 adult (成年人)，就正式进入 adulthood (成年时期) 啦。,,
advance,前进；进步；提前,哎哟饿得慌死(advance)了，咱们得赶紧前进，找个地方吃饭！,,
advancement,进步；发展；晋升,得(ad)往前(van)冲刺(ce)才有**进步**啊！,,
advanced,高级的；先进的,哦，得(ad)问(van)死了(st)，这**高级**问题太难了！,,
advantage,优势；好处,唉，得(děi)有个‘饭碗’(fànwǎn)哪，没它可就没优势了。,,
advantageous,有利的；有益的,占了 advantage (优势) 就是爽，这局面太 **有利** 了！,,
advent,到来；出现,哎(ad)，这事儿稳(vent)了，肯定要来了！,,
adventure,冒险；奇遇,甭问(ven)了，上车(ture)再说，这就去冒险(adventure)！,,
adventurer,冒险家；探险家,唉(ad)，光‘稳(ven)’着(ture)可不行，冒险家都得闯！,,
adventurous,爱冒险的；大胆的,你**啊**(ad)，**等**(ven)着瞧，他这么**闯**(ture)下去，**惹事**(rous)是早晚的，真是个**爱冒险的**家伙！,,
adverb,副词,Adverb? 就是跟在动词(verb)旁边，给它'加(ad)戏'、帮它'打辅助'的那种词儿呗。,,
adversary,对手；敌手,那家伙**就爱怼谁**（adversary），是我最头疼的**对手**。,,
adverse,不利的；有害的,哦，烦死(adverse)了，这情况真是不利啊！,,
advertise,做广告；登广告；宣传,阿德(adver)说这玩意儿**太值**(tise)了，必须**做广告**让更多人知道！,,
advice,建议；忠告,哦(?)得(d)，你这歪(va?)...呃，建议(advice)，我记下了。,,
adversity,逆境；困境；不幸,唉，得(adver)挨过这事体(sity)啊！,,
advertisement,广告,啊，烦(adver)死了，怎么又是**广告**(tisement)！,,
ad,广告（advertisement的缩写）,现在连看个视频都有好多ad，就是烦人的广告嘛！,,
advertising,广告；广告业,商家都**爱打**(advertis-)这种**广告**，**提示**(-tis-)你赶紧下单呢！,,
advise,建议；劝告,哎，我得 *劝* 你，别总听那些 *歪* (/va?z/) 主意。,,
advisor,顾问；导师,advis(e)就是给建议，那advisor可不就是给你‘支招儿’的顾问嘛！,,
adviser,顾问；提供建议者,额的(ad)外(vi)事儿(ser)，都得听顾问的。,,
advisory,提供建议的；顾问的,这份报告只是 **advisory**，**提供建议的**，不是强制执行的哈。,,
advisable,可取的；明智的,专家都**建议(advise)**这么干，那肯定就是**可取的、明智的**。,,
advocate,提倡；拥护；支持,爱得(ad)我(vo)都想给特(cate)别的**支持**了！,,
advocacy,(公开的)支持，拥护，提倡,为了**支持**我的观点，我**爱得**(advo)能跟人**磕**(ca)到**死**(cy)！,,
aerial,空中的；航空的,欸(ēi)！瑞(ruì)！哦(o)！快看 **aerial** 表演，飞机在 **空中** 翻跟头呢！,,
aesthetic,审美的；美学的；艺术的,唉，审(ae)核(sthe)这题(tic)主要看美不美。,,
aesthetics,美学；审美观,唉(ae)，是(s)谁(the)设计的？太(t)次(ics)了吧，一点审美(aesthetics)都没有！,,
affair,事情；事务；风流韵事,这**事儿**啊，‘啊，废了’！,,
affect,影响；对…产生作用,啊(a)，**费**(fe)了好大劲儿才**影响**(affect)到他。,,
affection,喜爱；钟爱；慈爱,爱(?)嘛，总是要多费心(fection)的，这份喜爱藏不住。,,
affectionate,深情的；充满爱意的,俺(?)发现(fec)他**深(shen)**情地看着我呢(n?t)。,,
affiliate,v. 使隶属于；n. 附属机构，分公司,啊？菲力(fili)牛排？哦不，那是他们集团新*加盟*的*附属店*。,,
affiliation,联系；从属关系；联合,想跟那个大组织挂上钩(affiliation)，可得费力(fili)了！,,
affirm,断言；确认；证实,啊疯(fēng)了么？他居然敢这样断言(affirm)！,,
affirmation,肯定；断言,啊，他那么奋(firm)力地肯定这事儿，这断言也太坚决了！,,
affirmative,肯定的；表示同意的,啊，态度这么坚定(firm)，回答当然是**肯定**的啦！,,
affix,粘贴；附加,哎呀(a)，这画框快掉了，得 **fix** (固定) 一下，赶紧用胶带**贴上**吧！,,
affixation,词缀添加（过程）；附加,你就想成是往词上‘欸(a)，附(f)’点儿东西，给它固定(fix)住，这不就是加词缀的行为(ation)嘛。,,
affluent,富裕的,钱“哗(a)哗(fflu)地”流进来，能不 affluent (富裕) 吗？,,
affluence,富裕，富足,哎(a)，这条‘富路’(fflu-)走下去，可不就是**富裕**(affluence)嘛！,,
afford,买得起；承担得起,啊，付的(afford)时候才发现钱不够，这价钱我可**负担不起**。,,
affordable,负担得起的；价格合理的,放心吧，这价钱**我付得**(affordable)起，绝对**负担得起**。,,
affordability,支付能力；负担能力,现在房价太高了，年轻人的 affordability，也就是**支付能力**，真是个大问题。,,
afloat,漂浮的,啊，小船终于**浮**起来**咯**(?-flo-t)！,,
afraid,害怕的；恐惧的,唉，就怕(a-fraid)得个F啊！,,
after,在...之后；在...后面,啊，附带(after)的总在*后面*呗。,,
aftermath,后果；余波,事儿之后(after)被人骂死(math)，这后果可真糟心。,,
afternoon,下午,你看这词儿，`after`是之后，`noon`是中午，那合起来不就是‘中午之后’，也就是下午嘛！,,
afterward,后来；之后,事后(after)才来想补救？那**后来**可就晚了！,,
afterwards,随后，后来,After都知道是之后，那afterwards可不就是‘随后’嘛！,,
again,再一次；又一次,呃，给(again)...你**又一次**忘带钥匙了？,,
against,反对；倚靠,他老是*对着*干，非要*跟他死磕*(against)似的。,,
age,年龄；时期,诶，几(age)岁啦？别总问人家**年龄**嘛！,,
aged,年老的；陈年的,这些都是'A级'的(aged)老物件了，有些年头了。,,
aging,变老；老化,唉，颈(aging)椎腰椎都不舒服了，这就是身体在变老啊。,,
ageing,变老；老化,唉，颈(ageing)椎越来越不好了，这变老真是没办法。,,
agenda,议程；日程安排,啊(a)，真(gen)得(da)按**议程**来啊，不然时间不够了。,,
agent,代理人；（秘密）特工,欸，真替(agent)我办事啊？那你就是我的代理人呗。,,
agency,代理处；（政府等的）专门机构,这事儿你得找个**专门机构**，他们就是干**代理**这活儿的。,,
aggravate,加重；使恶化,哎，哥(gē)惹(rě)的麻烦，你还去‘喂(wèi)它(tā)’？不是存心**让事情更糟**嘛！,,
aggravation,恼怒；烦恼；(病痛等的)加剧，恶化,啊(ag)，哥(gra)又惹(gra)事，真**让人恼火**！,,
aggregate,总计；合计；聚集,你得挨个(aggre)儿加起来，才能算出总数嘛。,,
aggressive,好斗的；侵略性的,他那人啊，就爱‘哥惹事(gress)’，浑身带刺儿似的，特别**好斗**。,,
aggression,侵略；攻击性,嚯！你这攻击性是‘啊(?)鬼(gre)上身(shen)’附体了吧！,,
agitate,使焦虑不安；搅动,这事儿**挨急忒的**(agitate)，真让人**焦虑不安**。,,
agitation,焦虑，不安，烦躁；公开煽动；搅动,他天生就爱急(?d??)，一遇事就紧张得忒神(te??n)，那种焦虑不安真没办法。,,
ago,以前,啊，够(ago)了，别提**以前**的事了！,,
agony,极度的痛苦；苦恼,"疼得他直喊：“**哎，哥你(ài, gē nǐ)** 轻点儿，受不了啦！”",,
agree,同意；赞成,啊，哥你(??ɡri?)这么一说，我完全同意！,,
agreement,同意；一致；协议,都**同意**了，那这就是 **agreement** (共识/协议) 了。,,
agreeable,令人愉快的；随和的,他这个人，连我都**同意**(agree)跟他处，那说明他确实挺**随和/令人愉快**的嘛。,,
agriculture,农业,爱哥哩！这地儿就靠锄儿(culture)刨，搞农业真不容易。,,
agricultural,农业,爱哥哩！这地儿就靠锄儿(culture)刨，搞农业真不容易。,,
ahead,在前面；向前,你看那人，头(head)都探到我前面(a)来了！,,
aid,帮助；援助,唉(aid)，谁来帮帮我啊？,,
aide,助手；副官,有他 aid (帮助) 我，真是多个好助手！,,
aids,艾滋病,这病发音就是'艾滋'(aids)嘛，还能是啥？就是艾滋病。,,
ail,使苦恼，使不适,哎呦(ail)！瞧你那样儿，到底哪儿不舒服啊？,,
ailment,小病；不适,哎哟(ail)，这闷(ment)人的小毛病，真难受！,,
aim,目标；目的；瞄准,哎(/e?/)，做事儿总得先有个**目标**(aim)吧？,,
air,空气,唉(/e?r/音近)，这屋里**空气**真不好。,,
airborne,空气传播的；空运的；(飞机)在空中的,唉！这病菌肯定是**靠空气(air)播(bō-rn)**散开的，是**空气传播**的！,,
air-conditioning,空调；空气调节,能调节'air'（空气）的'condition'（状况）的，那不就是空调嘛！,,
air-conditioner,空调；空气调节,能调节'air'（空气）的'condition'（状况）的，那不就是空调嘛！,,
aircraft,空调,这机器就是个'air'（空气）的'conditioner'（调节器），明摆着是空调嘛。,,
airline,飞机，航空器,在空中(air)飘的“工艺品”(craft)？可不就是飞机嘛！,,
airplane,飞机,想快点到？就得靠**air**(空中)的**plane**(这个大家伙)带你飞，坐**airplane**(飞机)去！,,
aeroplane,飞机,在 air(空气) 里飞的 plane(飞机)，那肯定就是 aeroplane 啊。,,
airport,机场,这地儿是空中的(air)港口(port)？那不就是机场嘛。,,
aisle,（戏院、超市、火车等的）通道，走道,我就爱走(/a?l/)这条没什么人的通道(aisle)，买东西都快些！,,
akin,同类的；类似的,你看这俩爱好**啊**，**可亲**近了(akin)，简直就是**同类的**！,,
alarm,闹钟；警报,啊！烦死，**闹钟**又**拉**(al**ar**m)我起来！,,
album,相册；唱片集,我可**爱**这**本**(album)了，不管是相册还是唱片集！,,
alcohol,酒精,**啊**，这酒**可齁了**，**酒精**味儿真冲！,,
alcoholic,酗酒者；嗜酒如命的；含酒精的,他啊，一沾**酒(alcohol)**就**好**像**立刻(holic)**变了个人，纯粹酒鬼。,,
ale,(一种)啤酒，麦芽酒,欸，来(ale)一杯暖暖身子！,,
alert,警惕的，警觉的；警报,啊，有了(alert)特别情况，大家得**警觉**点儿！,,
algebra,代数学,俺就怕这X、Y、Z，全是**代数**题！,,
alien,外星人；外国人；异类,哎，离(lí)他远点儿！瞧他那样儿，整个一**外星人**似的。,,
alienate,使疏远；离间,老把他当**外星人**(alien)待(ate)，能不**疏远**他吗？,,
alienation,疏远；隔阂；孤立感,他就跟个外星人(alien)似的杵在那儿，跟大家完全疏远了。,,
align,(v.) 使对齐，使成一行；结盟，保持一致,大家(a)都站成一条线(lign/line)，就**对齐**了嘛！,,
alignment,排列成行；对齐；（想法、立场等的）一致，吻合,啊，你看，都歪了，得按这条**线**(lign)**对齐**才行！,,
alike,相似的；相像的,你**啊，来看**(/??la?k/)！这俩长得也太像了吧！,,
alive,活着的；有生命的,啊(?)，赖(lài)着也得活(v)啊！,,
all,全部的；所有的,噢(all)，原来 *所有*东西都在这儿啊！,,
allege,(未经证实地)宣称，指控,呃，**赖之**（过）？没凭没据地就**宣称**是他干的？,,
allegation,指控；（无证据的）说法,阿里(Alle-)**给**(-ga-)的这个**讯**(-tion)息，不就是个没证据的**指控**吗？,,
alleged,[(未证实的)所谓的；声称的],[他那人就**爱赖**着瞎**指**，说的都是些**所谓的**‘证据’，根本没谱。],,
allegedly,据称；据说（常暗示真实性未经证实）,他啊，总爱赖(lài)着(zhe)说这说那，反正都只是**据说**，信不信由你。,,
allergic,过敏的；对...过敏的,哎哟，一惹(l??r)就急(gic)得不行，我对猫毛过敏。,,
allergy,过敏；过敏反应,花粉、海鲜都(all)让我过敏，真是惹急(ergy)人了！,,
alleviate,减轻，缓和（痛苦、忧虑、问题等）,哦，离(lí) 开这儿，压力就能**减轻**点了。,,
alleviation,（痛苦、问题等的）减轻，缓解,唉，药效是力(li)微(vi)了点儿，好歹让疼痛**缓解**了。,,
alley,小巷；胡同,艾，里(边儿)那条小巷，拐进去就找不着北了。,,
allocate,分配；拨给,欸，楼(allo)下那份儿可得(cate)好好**分配**一下。,,
allocation,分配；配给；（分配的）份额,哦，**allow**(允许)你动用这些啊？行，这就是你的**allocation**(配额)。,,
allot,,,,
allotment,分配；分派,额，** lotta** (那么多) 任务又**分配**给我了？真行！,,
allow,分配；份额；(小块)土地,哦，落(lò)他(tā)那儿了？那份儿就是分给他的呗。,,
allowance,允许；准许,啊(a)，楼(llow)下保安终于**允许**我进去了！,,
alloy,零用钱；津贴,家里允许(allow)按时(ance)给的，就是零花钱。,,
allude,合金,把**所有(all)**合适的金属都弄**来(lai/loy)**，就能熔成**合金**。,,
allusion,暗指；影射；间接提到,你别直接说，‘呃...露(allude)点儿’口风，**暗示**一下就行了。,,
allure,暗示；提及,他说话就**爱留声**(allusion)，不明说，老**暗示**这个**暗示**那个的。,,
allurement,诱惑；魅力,啊，鹿儿(lù'er)真有魅力，简直是一种诱惑！,,
ally,诱惑力；魅力；吸引力,你想想，**全是(all)诱饵(lure)**，那**诱惑力(allurement)**能不大吗？,,
alliance,盟友；同盟国,关键时刻喊声‘**哎，来**！’(/`?la?/)，靠得住的才是真盟友嘛。,,
almighty,联盟；结盟；同盟,放心，**俺俩嗯是**(alliance)一头的，这**联盟**散不了！,,
almost,全能的；有无限权力的,噢(Al)！这力量(mighty)，简直'全能'了！,,
aloft,几乎，差不多,噢(al)，我可是**冒死(most)**才完成的，**几乎**就差那么一点儿！,,
alone,在高处；在空中,啊，楼(ló)上(f)忒(t)高了，简直就在半空中！,,
along,独自的；单独的,**啊，又被漏（lòu）了**，剩我**一个人**了。,,
alongside,沿着；和...一起；向前,哎，你就沿着这条长(long)路走吧！,,
aloud,大声地；出声地,“啊，loud”(aloud)！轻点声不行啊，非得这么**大声地**念出来？,,
alphabet,字母表,唉，烦(/?lf?/)死了，这**字母表**还得**背它**(/bet/)！,,
alphabetic,按字母顺序的；字母表的,这文件得按**阿尔法**(alpha)、**贝塔**(bet)那种**字母顺序**来整理。,,
alphabetical,按字母顺序的,听着像“阿尔法、贝塔”(alpha bet...)这么排下来，那可不就是得“按字母顺序”来嘛！,,
already,已经；早已,"""别催啦，我 all ready (全都准备好) 了，**已经**能走了！""",,
also,也；而且,噢，搜(so)了半天，原来这个*也*是！,,
alter,改变，更改,噢，这儿(alter)得改改，跟原来不一样了。,,
alteration,改变；变更,电脑按了**Alt**键(alter)，屏幕**变**了个样，这**改变**(alteration)真快！,,
alternate,(使)轮流，(使)交替；轮流的，交替的,奥特(alternate)曼打怪兽也得**轮流**上啊，不能一窝蜂。,,
alternation,交替；轮流,噢，特(alter)累(nay)神(shun)了，咱俩**轮流**歇会儿吧！,,
alternately,轮流地；交替地,噢，该轮(turn)到你了，咱们得**轮流地**来嘛。,,
alternative,可供选择的；替代的；选择,我特(al-ter)不喜欢这个，有没有**别的选择(alternative)**？,,
although,尽管；虽然,噢，都(/??l?eo?/)这样了，你*虽然*不想去，但也得去啊！,,
altitude,海拔；高度,哎哟，一提这高度，我腿都(tude)软了！,,
altogether,完全地；总共,把 **所有(all)** 的东西放 **在一块儿(together)**，这不就 **完全** 齐活了嘛！,,
aluminum,铝,啊，路面那么(亮)！是用**铝**做的吧？,,
